Epoch,Loss,Accuracy,Best Accuracy
1,0.05044076353775562,43.13888931274414,43.13888931274414
2,0.044474433437070235,45.11111068725586,45.11111068725586
3,0.042563066746549194,46.27777862548828,46.27777862548828
4,0.040684945203239065,49.236114501953125,49.236114501953125
5,0.03890619957815364,51.58333206176758,51.58333206176758
6,0.03712366595114281,51.80555725097656,51.80555725097656
7,0.03597677936374242,53.95833206176758,53.95833206176758
8,0.034560778963681676,54.61111068725586,54.61111068725586
9,0.03317229706414993,55.29167175292969,55.29167175292969
10,0.0317238257730961,56.1805534362793,56.1805534362793
11,0.030280379700251287,55.222225189208984,56.1805534362793
12,0.02887311645376134,57.013893127441406,57.013893127441406
13,0.026949735912369304,58.18055725097656,58.18055725097656
14,0.025618571357138416,57.58333206176758,58.18055725097656
15,0.023761012592037965,57.27778244018555,58.18055725097656
16,0.022090571819895086,56.90277862548828,58.18055725097656
17,0.020807072967669777,57.708335876464844,58.18055725097656
18,0.019119435142684313,57.73611068725586,58.18055725097656
19,0.01840975864636387,58.347225189208984,58.347225189208984
20,0.016453337353691543,55.9305534362793,58.347225189208984
21,0.01637019589400606,57.88888931274414,58.347225189208984
22,0.015303812473373955,57.98611068725586,58.347225189208984
23,0.014007840899739495,58.986114501953125,58.986114501953125
24,0.0139279767057046,58.847225189208984,58.986114501953125
25,0.016020495682386955,58.63888931274414,58.986114501953125
26,0.011357013621581976,58.04166793823242,58.986114501953125
27,0.011328607774006294,58.52777862548828,58.986114501953125
28,0.010601903534998751,57.43056106567383,58.986114501953125
29,0.011499828543803249,58.38888931274414,58.986114501953125
30,0.010688507040261417,57.875,58.986114501953125
31,0.010580534373981218,59.41666793823242,59.41666793823242
32,0.00989819620975189,59.236114501953125,59.41666793823242
33,0.010024051540791874,59.597225189208984,59.597225189208984
34,0.010278363641250378,58.38888931274414,59.597225189208984
35,0.009535341869820796,59.15278244018555,59.597225189208984
36,0.009677113778882692,59.02777862548828,59.597225189208984
37,0.008751797085131775,59.47222137451172,59.597225189208984
38,0.008373000704042963,57.513893127441406,59.597225189208984
39,0.008270685627276406,58.208335876464844,59.597225189208984
40,0.009004111152434637,59.18055725097656,59.597225189208984
41,0.008219653900779295,58.652774810791016,59.597225189208984
42,0.00806237845099146,59.27777862548828,59.597225189208984
43,0.007698675897858032,59.29166793823242,59.597225189208984
44,0.007631457939234297,58.95833206176758,59.597225189208984
45,0.008395553135224434,58.8055534362793,59.597225189208984
46,0.007215291419007415,58.847225189208984,59.597225189208984
47,0.007192628637730625,58.13888931274414,59.597225189208984
48,0.007707844160061453,58.63888931274414,59.597225189208984
49,0.007066003602247425,58.29166793823242,59.597225189208984
50,0.006506494478013054,58.875,59.597225189208984
51,0.006784552545402688,58.625,59.597225189208984
52,0.0067266792684081474,59.083335876464844,59.597225189208984
53,0.007544077048712383,59.013893127441406,59.597225189208984
