Epoch,Loss,Accuracy,Best Accuracy
1,0.02835420581164947,24.52986717224121,24.52986717224121
2,0.028152065444189436,24.52986717224121,24.52986717224121
3,0.027838552345688588,30.586284637451172,30.586284637451172
4,0.027442327719662537,32.38385009765625,32.38385009765625
5,0.026904118580522364,31.886062622070312,32.38385009765625
6,0.026290063067594373,37.12665939331055,37.12665939331055
7,0.025644972247221016,41.66205978393555,41.66205978393555
8,0.025216469354791292,43.017147064208984,43.017147064208984
9,0.024825818465833874,44.16482162475586,44.16482162475586
10,0.024409936352946086,43.459625244140625,44.16482162475586
11,0.024033340126698517,46.44635009765625,46.44635009765625
12,0.0238289733952691,47.40044021606445,47.40044021606445
13,0.023542861055856946,46.66758728027344,47.40044021606445
14,0.02333883550906282,49.30862808227539,49.30862808227539
15,0.023118288860230027,49.184181213378906,49.30862808227539
16,0.02288557999044955,48.45132827758789,49.30862808227539
17,0.022761031155335607,49.0873908996582,49.30862808227539
18,0.02263448526461573,49.10121536254883,49.30862808227539
19,0.02251613673265586,49.405418395996094,49.405418395996094
20,0.022321081044403272,50.16592788696289,50.16592788696289
21,0.022216942679973817,51.18915939331055,51.18915939331055
22,0.022041140602044314,50.06913375854492,51.18915939331055
23,0.022016202860763154,50.276546478271484,51.18915939331055
24,0.02188744340356006,52.101768493652344,52.101768493652344
25,0.02170975480924567,51.700775146484375,52.101768493652344
26,0.021762957360005445,51.89435958862305,52.101768493652344
27,0.021621344302024392,51.47953796386719,52.101768493652344
28,0.021625293692624316,52.654869079589844,52.654869079589844
29,0.021466506441424536,52.62721252441406,52.654869079589844
30,0.021438871632009644,52.115596771240234,52.654869079589844
31,0.021318715129170517,49.723453521728516,52.654869079589844
32,0.021412202567739288,52.07411575317383,52.654869079589844
33,0.021293937196601682,52.77931594848633,52.77931594848633
34,0.02113204029121387,53.553653717041016,53.553653717041016
35,0.021188216999351195,50.92643356323242,53.553653717041016
36,0.021015581223794363,52.972900390625,53.553653717041016
37,0.021156169864184563,53.18030548095703,53.553653717041016
38,0.020970085716167833,52.39214324951172,53.553653717041016
39,0.020872962317449627,52.07411575317383,53.553653717041016
40,0.020943223634912717,52.834625244140625,53.553653717041016
41,0.02085843423910286,53.678096771240234,53.678096771240234
42,0.020823958645985085,52.558074951171875,53.678096771240234
43,0.020831000863449,52.44745635986328,53.678096771240234
44,0.02087563573805457,52.5165901184082,53.678096771240234
45,0.02074869571631844,53.80254364013672,53.80254364013672
46,0.020696070148651782,53.92699432373047,53.92699432373047
47,0.020671932113229173,51.63163375854492,53.92699432373047
48,0.020604353393023987,53.415374755859375,53.92699432373047
49,0.020612095552426053,53.65044403076172,53.92699432373047
50,0.020699990792659644,53.16648483276367,53.92699432373047
51,0.020527733709749963,52.737831115722656,53.92699432373047
52,0.020704981519525763,53.06969451904297,53.92699432373047
53,0.02051284375569926,53.16648483276367,53.92699432373047
54,0.02035947996868543,53.235618591308594,53.92699432373047
55,0.020510238329525206,53.95464324951172,53.95464324951172
56,0.020347446845805136,54.424781799316406,54.424781799316406
57,0.020401512228245478,53.80254364013672,54.424781799316406
58,0.020330290466089217,53.20796203613281,54.424781799316406
59,0.020286158883146842,53.80254364013672,54.424781799316406
60,0.020315017293349856,54.410953521728516,54.424781799316406
61,0.020338214632568657,53.85784912109375,54.424781799316406
62,0.0204092427009101,54.369468688964844,54.424781799316406
63,0.020410607742571467,54.231197357177734,54.424781799316406
64,0.020319296646908767,54.03761291503906,54.424781799316406
65,0.02016531016793494,53.20796203613281,54.424781799316406
66,0.020306523653269105,55.143802642822266,55.143802642822266
67,0.020140270941591907,53.49834060668945,55.143802642822266
68,0.020221231715291922,52.77931594848633,55.143802642822266
69,0.020181643264853156,54.231197357177734,55.143802642822266
70,0.020065135561172946,54.410953521728516,55.143802642822266
71,0.020052048931542374,54.549224853515625,55.143802642822266
72,0.020078218746444408,53.871681213378906,55.143802642822266
73,0.02003160613495594,54.839599609375,55.143802642822266
74,0.02005065260206197,55.06084060668945,55.143802642822266
75,0.01999452519871074,54.50774383544922,55.143802642822266
76,0.020064474455992784,54.46625900268555,55.143802642822266
77,0.0200662435444384,54.245018005371094,55.143802642822266
78,0.01996773109942952,55.088497161865234,55.143802642822266
79,0.01999580981801257,54.16205596923828,55.143802642822266
80,0.019985941548536654,53.65044403076172,55.143802642822266
81,0.020006300443109623,55.129974365234375,55.143802642822266
82,0.01991335188999101,53.88550567626953,55.143802642822266
83,0.01993522352881473,55.268253326416016,55.268253326416016
84,0.01997339757674955,55.47566223144531,55.47566223144531
85,0.01992174926033845,55.3927001953125,55.47566223144531
86,0.019868349245446715,55.46183776855469,55.47566223144531
87,0.01986797367120064,55.71072769165039,55.71072769165039
88,0.01982895754493887,54.4386100769043,55.71072769165039
89,0.019831057530618094,55.226768493652344,55.71072769165039
90,0.01979102601185833,54.4386100769043,55.71072769165039
91,0.019827871282520313,55.75221252441406,55.75221252441406
92,0.019825788053575488,54.825775146484375,55.75221252441406
93,0.019736813979444677,54.4386100769043,55.75221252441406
94,0.01975005579831861,54.50774383544922,55.75221252441406
95,0.01969579187836857,54.369468688964844,55.75221252441406
96,0.019805101216152886,54.452430725097656,55.75221252441406
97,0.01969019150616852,55.226768493652344,55.75221252441406
98,0.019830357516014138,54.63219451904297,55.75221252441406
99,0.019711315102444168,54.85342788696289,55.75221252441406
100,0.019779540768378564,55.47566223144531,55.75221252441406
101,0.01980866044744179,55.129974365234375,55.75221252441406
102,0.019833336753769477,55.42034912109375,55.75221252441406
103,0.019686953133851444,54.90874099731445,55.75221252441406
104,0.019663186646989364,55.503318786621094,55.75221252441406
105,0.01964565157877863,55.074668884277344,55.75221252441406
106,0.01973616847042222,54.977874755859375,55.75221252441406
107,0.019626525478256072,53.11117172241211,55.75221252441406
108,0.01958762744223047,53.89933776855469,55.75221252441406
109,0.019703729872112427,54.922569274902344,55.75221252441406
110,0.019586426139463348,54.35564041137695,55.75221252441406
111,0.01964430445442836,54.563053131103516,55.75221252441406
